Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,,,,,,,,,
,,Counselor,S1432,14,8,14,20,8,19,17,14,,,,,,,,,
,,Counselor,S1433,11,8,12,20,8,19,19,14,,,,,,,,,
,,Counselor,S1434,12,8,12,15,8,19,20,14,,,,,,,,,
,,Counselor,S1435,13,8,12,16,8,16,20,11,,,,,,,,,
,,Counselor,S1436,14,8,12,18,5,15,16,11,,,,,,,,,
,,Counselor,S1437,13,8,12,19,8,17,17,11,,,,,,,,,
,,Counselor,S1438,12,5,12,20,7,18,19,11,,,,,,,,,
,,Counselor,S1439,11,8,12,20,9,18,20,11,,,,,,,,,
,,Counselor,S1440,11,7,12,15,8,19,16,11,,,,,,,,,
,,Counselor,S1441,11,9,12,16,8,16,17,11,,,,,,,,,
,,Counselor,S1442,12,7,12,18,7,15,19,11,,,,,,,,,
,,Counselor,S1443,13,7,12,19,7,17,20,11,,,,,,,,,
,,Counselor,S1444,14,7,12,20,7,18,16,11,,,,,,,,,
,,Counselor,S1445,13,7,12,20,7,19,17,12,,,,,,,,,
,,Counselor,S1446,12,7,12,15,7,19,19,12,,,,,,,,,
,,Counselor,S1447,11,7,12,16,7,16,16,12,,,,,,,,,
,,Counselor,S1448,12,7,12,18,7,15,17,12,,,,,,,,,
,,Counselor,S1449,13,7,12,19,7,17,19,12,,,,,,,,,
,,Counselor,S1450,14,7,12,20,7,18,20,12,,,,,,,,,
30,,Athlete,S1451,12,11,19,5,7,19,18,13,,,,,,,,,
,,Athlete,S1452,11,11,17,6,7,19,16,12,,,,,,,,,
,,Athlete,S1453,13,11,18,8,7,19,17,14,,,,,,,,,
,,Athlete,S1454,14,11,16,7,7,19,19,12,,,,,,,,,
,,Athlete,S1455,11,11,15,10,7,19,20,11,,,,,,,,,
,,Athlete,S1456,12,11,20,8,7,19,19,13,,,,,,,,,
,,Athlete,S1457,13,11,19,6,5,19,18,12,,,,,,,,,
,,Athlete,S1458,12,11,18,5,6,19,17,14,,,,,,,,,
,,Athlete,S1459,11,11,19,6,8,19,18,12,,,,,,,,,
,,Athlete,S1460,13,11,19,8,7,19,15,11,,,,,,,,,
,,Athlete,S1461,14,11,17,7,10,19,18,13,,,,,,,,,
,,Athlete,S1462,11,11,18,10,8,19,16,12,,,,,,,,,
,,Athlete,S1463,12,11,16,8,6,19,17,14,,,,,,,,,
,,Athlete,S1464,13,11,15,6,7,19,19,12,,,,,,,,,
,,Athlete,S1465,12,11,20,5,7,19,20,11,,,,,,,,,
,,Athlete,S1466,12,11,19,6,5,19,19,13,,,,,,,,,
,,Athlete,S1467,11,11,18,8,6,19,18,13,,,,,,,,,
,,Athlete,S1468,13,11,19,7,8,15,17,12,,,,,,,,,
,,Athlete,S1469,14,11,17,10,7,15,18,14,,,,,,,,,
,,Athlete,S1470,11,11,18,8,10,15,15,12,,,,,,,,,
,,Athlete,S1471,12,11,16,6,8,15,18,11,,,,,,,,,
,,Athlete,S1472,13,11,15,5,6,15,18,13,,,,,,,,,
,,Athlete,S1473,12,11,20,6,7,15,16,12,,,,,,,,,
,,Athlete,S1474,11,11,19,8,7,15,17,14,,,,,,,,,
,,Athlete,S1475,13,11,18,7,7,15,19,12,,,,,,,,,
,,Athlete,S1476,14,11,20,10,7,15,20,11,,,,,,,,,
,,Athlete,S1477,11,11,19,8,5,15,19,13,,,,,,,,,
,,Athlete,S1478,12,11,18,6,6,15,18,12,,,,,,,,,
,,Athlete,S1479,13,11,17,5,8,15,17,14,,,,,,,,,
,,Athlete,S1480,12,11,16,6,7,15,18,12,,,,,,,,,
,,Athlete,S1481,11,14,16,8,10,15,15,11,,,,,,,,,
,,Athlete,S1482,13,14,19,7,8,15,18,13,,,,,,,,,
,,Athlete,S1483,14,14,17,10,6,17,16,13,,,,,,,,,
,,Athlete,S1484,11,14,16,8,7,17,17,13,,,,,,,,,
,,Athlete,S1485,12,14,15,6,7,17,19,12,,,,,,,,,
,,Athlete,S1486,13,14,20,5,7,17,20,14,,,,,,,,,
,,Athlete,S1487,13,14,19,6,7,17,19,12,,,,,,,,,
,,Athlete,S1488,13,14,18,8,5,17,18,11,,,,,,,,,
,,Athlete,S1489,13,14,17,7,6,17,17,13,,,,,,,,,
,,Athlete,S1490,13,14,16,10,8,17,18,13,,,,,,,,,
,,Athlete,S1491,11,14,17,8,7,17,16,12,,,,,,,,,
,,Athlete,S1492,11,14,19,6,10,17,17,14,,,,,,,,,
,,Athlete,S1493,11,14,17,5,8,17,19,12,,,,,,,,,
,,Athlete,S1494,11,14,16,6,6,17,20,11,,,,,,,,,
,,Athlete,S1495,11,14,15,8,9,17,19,13,,,,,,,,,
,,Athlete,S1496,11,14,20,7,9,17,18,13,,,,,,,,,
,,Athlete,S1497,11,14,19,10,9,17,17,12,,,,,,,,,
,,Athlete,S1498,11,14,18,8,9,17,18,14,,,,,,,,,
,,Athlete,S1499,11,14,17,6,9,17,15,12,,,,,,,,,
,,Athlete,S1500,11,14,16,8,9,17,16,11,,,,,,,,,
31,,Dancer,S1501,5,20,18,5,11,2,11,14,,,,,,,,,
,,Dancer,S1502,6,19,18,6,11,2,11,12,,,,,,,,,
,,Dancer,S1503,7,18,18,7,12,2,12,11,,,,,,,,,
,,Dancer,S1504,8,17,18,8,12,2,12,12,,,,,,,,,
,,Dancer,S1505,9,16,18,9,13,2,13,12,,,,,,,,,
,,Dancer,S1506,10,15,18,10,12,2,12,13,,,,,,,,,
,,Dancer,S1507,10,20,18,10,12,17,12,14,,,,,,,,,
,,Dancer,S1508,9,19,18,9,13,17,13,12,,,,,,,,,
,,Dancer,S1509,8,18,18,8,13,17,13,12,,,,,,,,,
,,Dancer,S1510,7,17,18,7,14,17,14,13,,,,,,,,,
,,Dancer,S1511,6,16,18,6,14,17,14,13,,,,,,,,,
,,Dancer,S1512,5,15,18,5,11,17,11,11,,,,,,,,,
,,Dancer,S1513,5,20,18,10,12,17,12,11,,,,,,,,,
,,Dancer,S1514,6,19,18,10,13,17,13,12,,,,,,,,,
,,Dancer,S1515,7,18,17,10,14,17,14,12,,,,,,,,,
,,Dancer,S1516,8,17,17,10,12,17,12,13,,,,,,,,,
,,Dancer,S1517,9,16,17,10,11,17,11,12,,,,,,,,,
,,Dancer,S1518,10,15,17,10,12,17,12,12,,,,,,,,,
,,Dancer,S1519,10,20,17,10,12,17,12,13,,,,,,,,,
,,Dancer,S1520,9,19,17,9,13,17,13,13,,,,,,,,,
,,Dancer,S1521,8,18,17,9,14,17,14,14,,,,,,,,,
,,Dancer,S1522,7,17,17,9,12,17,12,14,,,,,,,,,
,,Dancer,S1523,6,16,17,9,11,17,11,14,,,,,,,,,
,,Dancer,S1524,5,15,17,9,11,17,11,12,,,,,,,,,
,,Dancer,S1525,5,20,17,9,12,17,12,11,,,,,,,,,
,,Dancer,S1526,6,19,17,9,12,17,12,12,,,,,,,,,
,,Dancer,S1527,7,18,17,9,13,17,13,12,,,,,,,,,
,,Dancer,S1528,8,17,17,9,12,17,12,13,,,,,,,,,
,,Dancer,S1529,9,16,16,9,12,17,12,14,,,,,,,,,
,,Dancer,S1530,10,15,16,6,13,17,13,12,,,,,,,,,
,,Dancer,S1531,10,20,16,6,13,17,13,11,,,,,,,,,
,,Dancer,S1532,9,19,16,6,14,17,14,13,,,,,,,,,
,,Dancer,S1533,8,18,16,6,14,17,14,12,,,,,,,,,
,,Dancer,S1534,7,17,16,6,14,17,14,12,,,,,,,,,
,,Dancer,S1535,6,16,16,6,12,16,12,11,,,,,,,,,
,,Dancer,S1536,5,15,16,6,11,16,11,12,,,,,,,,,
,,Dancer,S1537,5,20,16,6,12,16,12,12,,,,,,,,,
,,Dancer,S1538,6,19,16,6,13,16,13,13,,,,,,,,,
,,Dancer,S1539,7,18,16,6,14,16,14,12,,,,,,,,,
,,Dancer,S1540,8,17,16,5,12,16,12,12,,,,,,,,,
,,Dancer,S1541,9,16,16,5,11,16,11,13,,,,,,,,,
,,Dancer,S1542,10,15,16,5,12,16,12,13,,,,,,,,,
,,Dancer,S1543,10,20,16,5,12,16,12,14,,,,,,,,,
,,Dancer,S1544,9,19,16,5,13,16,13,14,,,,,,,,,
,,Dancer,S1545,8,18,15,5,11,16,11,11,,,,,,,,,
,,Dancer,S1546,7,17,15,8,12,16,12,13,,,,,,,,,
,,Dancer,S1547,6,16,15,8,12,16,12,12,,,,,,,,,
,,Dancer,S1548,5,15,15,8,12,16,12,11,,,,,,,,,
,,Dancer,S1549,7,16,15,8,13,16,13,14,,,,,,,,,
,,Dancer,S1550,6,17,15,8,13,16,13,12,,,,,,,,,
32,,Mechanic,S1551,5,7,20,18,11,14,5,12,,,,,,,,,
,,Mechanic,S1552,6,7,18,18,11,14,6,12,,,,,,,,,
,,Mechanic,S1553,7,7,17,18,12,14,7,12,,,,,,,,,
,,Mechanic,S1554,8,7,18,18,12,14,5,12,,,,,,,,,
,,Mechanic,S1555,9,7,19,18,13,14,6,12,,,,,,,,,
,,Mechanic,S1556,10,7,16,18,12,14,7,12,,,,,,,,,
,,Mechanic,S1557,10,7,17,18,12,14,5,12,,,,,,,,,
,,Mechanic,S1558,9,7,18,18,13,14,6,12,,,,,,,,,
,,Mechanic,S1559,8,7,19,18,13,14,7,12,,,,,,,,,
,,Mechanic,S1560,7,7,20,18,14,14,5,12,,,,,,,,,
,,Mechanic,S1561,6,7,18,18,14,14,6,12,,,,,,,,,
,,Mechanic,S1562,5,7,17,18,11,14,7,12,,,,,,,,,
,,Mechanic,S1563,7,5,18,18,12,14,5,13,,,,,,,,,
,,Mechanic,S1564,7,6,19,18,13,14,6,13,,,,,,,,,
,,Mechanic,S1565,6,7,16,17,14,14,7,13,,,,,,,,,
,,Mechanic,S1566,7,8,17,17,12,14,8,13,,,,,,,,,
,,Mechanic,S1567,8,9,18,17,11,13,9,13,,,,,,,,,
,,Mechanic,S1568,7,10,19,17,12,13,10,13,,,,,,,,,
,,Mechanic,S1569,9,10,20,17,12,13,8,13,,,,,,,,,
,,Mechanic,S1570,7,9,18,17,13,13,9,13,,,,,,,,,
,,Mechanic,S1571,5,8,17,17,14,13,10,13,,,,,,,,,
,,Mechanic,S1572,7,7,18,17,12,13,8,14,,,,,,,,,
,,Mechanic,S1573,8,6,19,17,11,13,9,14,,,,,,,,,
,,Mechanic,S1574,7,5,16,17,11,13,10,14,,,,,,,,,
,,Mechanic,S1575,5,8,17,17,12,13,8,14,,,,,,,,,
,,Mechanic,S1576,6,8,18,17,12,13,9,14,,,,,,,,,
,,Mechanic,S1577,7,8,19,17,13,13,10,14,,,,,,,,,
,,Mechanic,S1578,8,8,20,17,12,13,8,14,,,,,,,,,
,,Mechanic,S1579,9,8,18,17,12,13,9,14,,,,,,,,,
,,Mechanic,S1580,10,8,17,17,13,13,10,14,,,,,,,,,
,,Mechanic,S1581,10,8,18,16,13,13,5,14,,,,,,,,,
,,Mechanic,S1582,9,8,19,16,14,13,7,14,,,,,,,,,
,,Mechanic,S1583,8,8,16,16,14,12,6,14,,,,,,,,,
,,Mechanic,S1584,7,8,17,16,14,12,8,14,,,,,,,,,
,,Mechanic,S1585,6,8,18,16,12,12,5,11,,,,,,,,,
,,Mechanic,S1586,5,8,19,16,11,12,7,11,,,,,,,,,
,,Mechanic,S1587,8,5,20,16,12,12,6,11,,,,,,,,,
,,Mechanic,S1588,10,6,18,16,13,12,8,11,,,,,,,,,
,,Mechanic,S1589,8,7,17,16,14,12,5,11,,,,,,,,,
,,Mechanic,S1590,10,8,18,16,12,12,7,11,,,,,,,,,
,,Mechanic,S1591,9,9,19,16,11,12,6,11,,,,,,,,,
,,Mechanic,S1592,10,10,16,16,12,12,8,11,,,,,,,,,
,,Mechanic,S1593,7,10,17,15,12,12,5,11,,,,,,,,,
,,Mechanic,S1594,6,9,18,15,13,11,7,11,,,,,,,,,
,,Mechanic,S1595,5,8,19,15,11,11,6,13,,,,,,,,,
,,Mechanic,S1596,10,7,19,15,12,11,8,13,,,,,,,,,
,,Mechanic,S1597,8,6,19,15,12,11,5,13,,,,,,,,,
,,Mechanic,S1598,10,5,17,15,12,11,7,13,,,,,,,,,
,,Mechanic,S1599,5,9,17,15,13,11,6,13,,,,,,,,,
,,Mechanic,S1600,6,7,17,15,13,11,8,13,,,,,,,,,
33,,Actor / Actress,S1601,20,14,16,5,5,17,15,12,,,,,,,,,
,,Actor / Actress,S1602,19,13,17,6,5,17,15,13,,,,,,,,,
,,Actor / Actress,S1603,18,12,15,7,6,18,15,11,,,,,,,,,
,,Actor / Actress,S1604,17,11,18,8,6,18,15,14,,,,,,,,,
,,Actor / Actress,S1605,16,14,20,9,7,19,15,12,,,,,,,,,
,,Actor / Actress,S1606,15,13,17,5,7,19,15,13,,,,,,,,,
,,Actor / Actress,S1607,20,12,16,6,8,20,15,11,,,,,,,,,
,,Actor / Actress,S1608,19,11,17,7,8,20,15,14,,,,,,,,,
,,Actor / Actress,S1609,18,14,15,8,5,16,15,12,,,,,,,,,
,,Actor / Actress,S1610,17,13,18,9,5,15,15,13,,,,,,,,,
,,Actor / Actress,S1611,20,12,20,5,6,16,15,11,,,,,,,,,
,,Actor / Actress,S1612,19,11,19,6,6,17,15,14,,,,,,,,,
,,Actor / Actress,S1613,18,14,17,7,7,17,16,12,,,,,,,,,
,,Actor / Actress,S1614,17,13,17,8,7,17,16,13,,,,,,,,,
,,Actor / Actress,S1615,16,12,16,9,8,18,16,11,,,,,,,,,
,,Actor / Actress,S1616,15,11,17,5,5,18,16,14,,,,,,,,,
,,Actor / Actress,S1617,20,13,15,6,5,19,16,12,,,,,,,,,
,,Actor / Actress,S1618,19,14,18,7,6,19,16,13,,,,,,,,,
,,Actor / Actress,S1619,18,13,20,8,6,20,16,11,,,,,,,,,
,,Actor / Actress,S1620,17,12,19,9,7,20,16,14,,,,,,,,,
,,Actor / Actress,S1621,20,11,17,5,7,16,16,12,,,,,,,,,
,,Actor / Actress,S1622,19,14,18,6,8,15,16,13,,,,,,,,,
,,Actor / Actress,S1623,18,13,16,7,5,16,16,11,,,,,,,,,
,,Actor / Actress,S1624,17,12,17,8,5,17,17,14,,,,,,,,,
,,Actor / Actress,S1625,16,11,15,9,6,17,17,12,,,,,,,,,
,,Actor / Actress,S1626,15,14,18,5,6,17,17,13,,,,,,,,,
,,Actor / Actress,S1627,20,13,20,6,7,18,17,11,,,,,,,,,
,,Actor / Actress,S1628,19,12,19,7,7,18,17,14,,,,,,,,,
,,Actor / Actress,S1629,18,11,17,8,8,19,17,12,,,,,,,,,
,,Actor / Actress,S1630,17,14,18,9,5,19,17,13,,,,,,,,,
,,Actor / Actress,S1631,20,13,18,5,5,20,17,11,,,,,,,,,
,,Actor / Actress,S1632,19,12,16,6,6,20,17,14,,,,,,,,,
,,Actor / Actress,S1633,18,11,17,7,6,16,17,12,,,,,,,,,
,,Actor / Actress,S1634,17,14,15,8,7,15,19,13,,,,,,,,,
,,Actor / Actress,S1635,16,13,18,9,7,16,19,11,,,,,,,,,
,,Actor / Actress,S1636,15,12,20,5,8,17,19,14,,,,,,,,,
,,Actor / Actress,S1637,20,11,19,6,5,17,19,12,,,,,,,,,
,,Actor / Actress,S1638,19,14,17,7,5,17,19,13,,,,,,,,,
,,Actor / Actress,S1639,18,13,16,8,6,18,19,11,,,,,,,,,
,,Actor / Actress,S1640,17,12,17,9,6,18,19,14,,,,,,,,,
,,Actor / Actress,S1641,20,11,15,5,7,19,19,12,,,,,,,,,
,,Actor / Actress,S1642,19,14,18,6,7,19,19,13,,,,,,,,,
,,Actor / Actress,S1643,18,13,20,7,8,20,19,11,,,,,,,,,
,,Actor / Actress,S1644,17,12,19,8,5,20,19,14,,,,,,,,,
,,Actor / Actress,S1645,16,11,17,9,5,16,19,12,,,,,,,,,
,,Actor / Actress,S1646,15,14,16,5,6,15,20,13,,,,,,,,,
,,Actor / Actress,S1647,20,13,17,6,6,16,20,11,,,,,,,,,
,,Actor / Actress,S1648,19,12,15,7,7,17,20,14,,,,,,,,,
,,Actor / Actress,S1649,18,11,18,8,7,15,20,12,,,,,,,,,
,,Actor / Actress,S1650,19,12,20,6,5,17,20,11,,,,,,,,,
34,,Physical Therapist,S1651,5,6,18,12,6,8,13,19,,,,,,,,,
,,Physical Therapist,S1652,6,7,17,13,5,8,12,18,,,,,,,,,
,,Physical Therapist,S1653,7,8,16,11,6,8,12,19,,,,,,,,,
,,Physical Therapist,S1654,5,9,15,14,5,8,12,18,,,,,,,,,
,,Physical Therapist,S1655,6,6,20,12,6,8,12,18,,,,,,,,,
,,Physical Therapist,S1656,7,7,17,13,5,8,12,19,,,,,,,,,
,,Physical Therapist,S1657,5,8,18,11,6,8,12,18,,,,,,,,,
,,Physical Therapist,S1658,6,9,19,14,5,8,12,19,,,,,,,,,
,,Physical Therapist,S1659,7,6,17,12,7,8,12,18,,,,,,,,,
,,Physical Therapist,S1660,8,7,18,13,6,8,12,18,,,,,,,,,
,,Physical Therapist,S1661,9,8,17,11,7,8,12,19,,,,,,,,,
,,Physical Therapist,S1662,10,9,16,14,6,8,12,18,,,,,,,,,
,,Physical Therapist,S1663,8,6,15,12,6,8,12,19,,,,,,,,,
,,Physical Therapist,S1664,9,7,20,13,7,7,12,18,,,,,,,,,
,,Physical Therapist,S1665,10,8,17,11,6,7,12,18,,,,,,,,,
,,Physical Therapist,S1666,8,9,18,14,7,7,13,19,,,,,,,,,
,,Physical Therapist,S1667,9,6,19,12,6,7,13,18,,,,,,,,,
,,Physical Therapist,S1668,10,7,17,13,5,7,13,19,,,,,,,,,
,,Physical Therapist,S1669,8,8,18,11,7,7,13,18,,,,,,,,,
,,Physical Therapist,S1670,9,9,17,14,6,7,13,18,,,,,,,,,
,,Physical Therapist,S1671,10,6,16,12,7,7,13,19,,,,,,,,,
,,Physical Therapist,S1672,6,7,15,13,6,7,13,18,,,,,,,,,
,,Physical Therapist,S1673,6,8,20,11,5,7,13,19,,,,,,,,,
,,Physical Therapist,S1674,6,9,17,14,7,7,13,18,,,,,,,,,
,,Physical Therapist,S1675,6,6,18,12,6,9,13,18,,,,,,,,,
,,Physical Therapist,S1676,6,7,19,13,7,9,13,19,,,,,,,,,
,,Physical Therapist,S1677,6,8,17,11,6,9,13,18,,,,,,,,,
,,Physical Therapist,S1678,6,9,16,14,7,9,13,19,,,,,,,,,
,,Physical Therapist,S1679,6,6,18,12,7,9,13,18,,,,,,,,,
,,Physical Therapist,S1680,7,7,17,13,6,9,14,18,,,,,,,,,
,,Physical Therapist,S1681,7,8,16,11,7,9,14,19,,,,,,,,,
,,Physical Therapist,S1682,7,9,15,14,6,9,14,18,,,,,,,,,
,,Physical Therapist,S1683,7,6,20,12,7,9,14,19,,,,,,,,,
,,Physical Therapist,S1684,7,7,17,13,7,6,14,18,,,,,,,,,
,,Physical Therapist,S1685,7,8,18,11,6,6,14,18,,,,,,,,,
,,Physical Therapist,S1686,8,9,19,14,7,6,14,19,,,,,,,,,
,,Physical Therapist,S1687,8,6,17,12,6,6,14,18,,,,,,,,,
,,Physical Therapist,S1688,8,7,16,13,8,6,14,19,,,,,,,,,
,,Physical Therapist,S1689,8,8,18,11,7,6,14,18,,,,,,,,,
,,Physical Therapist,S1690,8,9,17,14,6,6,14,18,,,,,,,,,
,,Physical Therapist,S1691,8,6,16,12,7,6,14,19,,,,,,,,,
,,Physical Therapist,S1692,8,7,15,13,6,6,12,18,,,,,,,,,
,,Physical Therapist,S1693,8,8,20,11,9,6,12,19,,,,,,,,,
,,Physical Therapist,S1694,9,9,17,14,7,10,12,18,,,,,,,,,
,,Physical Therapist,S1695,9,6,18,12,6,10,12,18,,,,,,,,,
,,Physical Therapist,S1696,9,7,19,13,7,10,12,19,,,,,,,,,
,,Physical Therapist,S1697,9,8,17,11,6,10,12,18,,,,,,,,,
,,Physical Therapist,S1698,9,9,15,14,9,10,12,19,,,,,,,,,
,,Physical Therapist,S1699,9,10,18,12,10,10,12,18,,,,,,,,,
,,Physical Therapist,S1700,9,6,15,11,7,10,12,18,,,,,,,,,
35,,Editor,S1701,5,19,5,18,10,12,19,11,,,,,,,,,
,,Editor,S1702,8,18,7,18,10,13,18,11,,,,,,,,,
,,Editor,S1703,9,16,9,18,10,11,17,11,,,,,,,,,
,,Editor,S1704,6,15,6,18,10,14,15,11,,,,,,,,,
,,Editor,S1705,7,19,10,18,10,12,16,11,,,,,,,,,
,,Editor,S1706,8,20,7,18,10,13,20,11,,,,,,,,,
,,Editor,S1707,9,19,5,17,10,11,19,11,,,,,,,,,
,,Editor,S1708,6,19,5,17,10,14,18,11,,,,,,,,,
,,Editor,S1709,7,18,7,18,10,12,17,11,,,,,,,,,
,,Editor,S1710,8,16,9,18,9,13,16,11,,,,,,,,,
,,Editor,S1711,9,15,6,19,9,11,19,11,,,,,,,,,
,,Editor,S1712,10,19,10,19,9,14,18,11,,,,,,,,,
,,Editor,S1713,6,20,7,18,9,12,17,11,,,,,,,,,
,,Editor,S1714,9,19,9,18,9,13,15,11,,,,,,,,,
,,Editor,S1715,9,19,9,17,9,11,16,11,,,,,,,,,
,,Editor,S1716,9,18,9,17,9,14,20,12,,,,,,,,,
,,Editor,S1717,9,16,9,18,9,12,19,12,,,,,,,,,
,,Editor,S1718,8,15,9,18,9,13,18,12,,,,,,,,,
,,Editor,S1719,9,19,5,19,9,11,17,12,,,,,,,,,
,,Editor,S1720,6,20,7,19,8,14,16,12,,,,,,,,,
,,Editor,S1721,7,19,9,17,8,12,19,12,,,,,,,,,
,,Editor,S1722,8,18,6,18,8,13,18,12,,,,,,,,,
,,Editor,S1723,9,16,10,18,8,11,17,12,,,,,,,,,
,,Editor,S1724,6,15,7,17,8,14,15,12,,,,,,,,,
,,Editor,S1725,7,19,10,17,8,12,16,12,,,,,,,,,
,,Editor,S1726,8,20,7,18,8,13,20,12,,,,,,,,,
,,Editor,S1727,9,19,7,18,8,11,19,12,,,,,,,,,
,,Editor,S1728,10,18,7,19,8,14,18,12,,,,,,,,,
,,Editor,S1729,6,16,5,19,8,12,17,14,,,,,,,,,
,,Editor,S1730,7,15,7,17,8,13,16,14,,,,,,,,,
,,Editor,S1731,8,19,9,18,7,11,19,14,,,,,,,,,
,,Editor,S1732,9,20,6,18,7,14,18,14,,,,,,,,,
,,Editor,S1733,6,19,10,17,7,12,17,14,,,,,,,,,
,,Editor,S1734,7,18,7,20,7,13,15,14,,,,,,,,,
,,Editor,S1735,8,16,9,18,7,11,16,14,,,,,,,,,
,,Editor,S1736,9,15,5,18,7,14,20,14,,,,,,,,,
,,Editor,S1737,6,19,7,19,7,12,19,14,,,,,,,,,
,,Editor,S1738,7,20,9,19,7,13,18,14,,,,,,,,,
,,Editor,S1739,8,19,6,15,7,11,17,14,,,,,,,,,
,,Editor,S1740,9,18,10,15,6,14,16,14,,,,,,,,,
,,Editor,S1741,10,16,7,18,6,12,19,14,,,,,,,,,
,,Editor,S1742,6,15,6,18,6,13,18,13,,,,,,,,,
,,Editor,S1743,9,19,5,17,6,11,17,13,,,,,,,,,
,,Editor,S1744,6,20,7,17,6,14,15,13,,,,,,,,,
,,Editor,S1745,7,19,9,18,6,12,16,13,,,,,,,,,
,,Editor,S1746,8,18,6,18,6,13,20,13,,,,,,,,,
,,Editor,S1747,9,16,10,20,6,11,19,13,,,,,,,,,
,,Editor,S1748,10,15,7,19,6,14,18,13,,,,,,,,,
,,Editor,S1749,6,19,5,20,6,12,17,13,,,,,,,,,
,,Editor,S1750,5,20,8,19,6,11,16,13,,,,,,,,,
36,,Historian,S1751,12,5,6,17,14,14,18,17,,,,,,,,,
,,Historian,S1752,13,5,6,17,12,12,18,17,,,,,,,,,
,,Historian,S1753,11,10,6,18,13,13,18,17,,,,,,,,,
,,Historian,S1754,14,7,6,18,11,11,18,17,,,,,,,,,
,,Historian,S1755,12,6,6,19,14,14,19,17,,,,,,,,,
,,Historian,S1756,13,5,6,19,14,11,18,17,,,,,,,,,
,,Historian,S1757,11,7,6,20,12,11,16,17,,,,,,,,,
,,Historian,S1758,14,9,6,20,13,11,15,17,,,,,,,,,
,,Historian,S1759,12,6,6,16,11,11,19,17,,,,,,,,,
,,Historian,S1760,13,10,6,15,14,11,20,17,,,,,,,,,
,,Historian,S1761,11,5,6,16,14,11,19,17,,,,,,,,,
,,Historian,S1762,14,7,6,17,14,11,19,17,,,,,,,,,
,,Historian,S1763,12,7,6,17,14,11,18,17,,,,,,,,,
,,Historian,S1764,13,10,10,17,12,11,16,17,,,,,,,,,
,,Historian,S1765,11,7,7,18,13,11,15,17,,,,,,,,,
,,Historian,S1766,14,6,6,18,11,11,19,17,,,,,,,,,
,,Historian,S1767,12,5,5,19,14,11,20,17,,,,,,,,,
,,Historian,S1768,13,7,7,19,14,11,19,17,,,,,,,,,
,,Historian,S1769,11,9,9,20,12,11,19,17,,,,,,,,,
,,Historian,S1770,14,6,6,20,13,11,18,17,,,,,,,,,
,,Historian,S1771,12,10,10,16,11,11,16,17,,,,,,,,,
,,Historian,S1772,13,7,8,15,14,11,15,17,,,,,,,,,
,,Historian,S1773,11,6,8,16,14,11,19,17,,,,,,,,,
,,Historian,S1774,14,5,10,17,14,11,20,17,,,,,,,,,
,,Historian,S1775,12,7,7,17,12,11,19,17,,,,,,,,,
,,Historian,S1776,13,9,6,17,13,11,18,17,,,,,,,,,
,,Historian,S1777,11,6,5,18,11,11,16,17,,,,,,,,,
,,Historian,S1778,14,10,7,18,14,11,15,17,,,,,,,,,
,,Historian,S1779,12,9,9,19,14,11,19,17,,,,,,,,,
,,Historian,S1780,13,9,6,19,14,11,20,17,,,,,,,,,
,,Historian,S1781,11,10,10,20,14,11,19,17,,,,,,,,,
,,Historian,S1782,14,7,8,20,14,11,18,17,,,,,,,,,
,,Historian,S1783,12,6,5,16,12,11,16,17,,,,,,,,,
,,Historian,S1784,13,5,10,15,13,11,15,17,,,,,,,,,
,,Historian,S1785,11,7,7,16,11,11,19,17,,,,,,,,,
,,Historian,S1786,14,9,6,17,14,11,20,16,,,,,,,,,
,,Historian,S1787,12,6,5,17,13,11,19,16,,,,,,,,,
,,Historian,S1788,13,10,7,17,14,11,18,16,,,,,,,,,
,,Historian,S1789,11,9,9,18,12,11,16,16,,,,,,,,,
,,Historian,S1790,14,9,6,18,13,11,15,16,,,,,,,,,
,,Historian,S1791,12,10,10,19,11,13,19,16,,,,,,,,,
,,Historian,S1792,13,7,10,19,14,13,20,16,,,,,,,,,
,,Historian,S1793,11,6,7,20,13,13,19,16,,,,,,,,,
,,Historian,S1794,14,5,6,20,14,13,18,16,,,,,,,,,
,,Historian,S1795,12,7,5,16,12,13,16,16,,,,,,,,,
,,Historian,S1796,13,9,7,15,13,13,15,16,,,,,,,,,
,,Historian,S1797,11,6,9,16,11,13,19,16,,,,,,,,,
,,Historian,S1798,14,10,6,17,14,13,20,16,,,,,,,,,
,,Historian,S1799,12,6,10,15,11,13,19,16,,,,,,,,,
,,Historian,S1800,11,6,5,17,13,13,18,16,,,,,,,,,
37,,Journalist,S1801,19,11,6,18,7,16,11,11,,,,,,,,,
,,Journalist,S1802,18,12,10,18,7,16,13,11,,,,,,,,,
,,Journalist,S1803,16,13,8,18,7,16,14,11,,,,,,,,,
,,Journalist,S1804,15,14,5,18,7,16,12,11,,,,,,,,,
,,Journalist,S1805,19,13,10,18,7,16,12,11,,,,,,,,,
,,Journalist,S1806,20,12,7,18,7,16,12,11,,,,,,,,,
,,Journalist,S1807,19,11,6,18,7,16,11,11,,,,,,,,,
,,Journalist,S1808,19,11,5,18,7,16,13,11,,,,,,,,,
,,Journalist,S1809,18,11,7,18,7,16,14,11,,,,,,,,,
,,Journalist,S1810,16,11,9,18,7,16,12,11,,,,,,,,,
